,from_cluster,to_cluster,tokens_n,chars_n,from_cluster_chars_n,to_cluster_chars_n,from_cluster_tokens_n,to_cluster_tokens_n,from_cluster_in_degree,to_cluster_in_degree,from_cluster_out_degree,to_cluster_out_degree,from_cluster_law_names,to_cluster_law_names,from_cluster_bipartite,to_cluster_bipartite,chars_n_fraction_of_from_cluster,chars_n_fraction_of_to_cluster,tokens_n_fraction_of_from_cluster,tokens_n_fraction_of_to_cluster,event_category
0,1994_0,1995_1,342069,2089376,2278859,2276606,371234,370868,0,1,2,2,"250_1994,1773,480_1994,87,420_1994,32,070_1994,21,180_1994,20,310_1994,7,350_1994,6","250_1995,1774,480_1995,88,420_1995,32,070_1995,21,180_1995,20,310_1995,7",1994,1995,0.9168518104893721,0.9177591555148321,0.9214376915907487,0.922347034524413,stasis
2,1994_1,1995_0,642129,3970699,4227943,4466613,680832,719842,0,4,3,3,"160_1994,2728,430_1994,209,420_1994,35,070_1994,30,300_1994,18,360_1994,17,180_1994,16,250_1994,13,310_1994,7","160_1995,2790,430_1995,209,420_1995,35,070_1995,30,300_1995,23,360_1995,17,180_1995,16,250_1995,13,310_1995,7",1994,1995,0.9391562279813138,0.8889731436325466,0.9431533770445573,0.8920415869037928,stasis
5,1994_2,1995_2,461358,2844881,3234733,3242142,521690,523124,0,1,2,3,"120_1994,942,150_1994,197,180_1994,98,420_1994,11,490_1994,8","120_1995,942,150_1995,199,180_1995,98,420_1995,11",1994,1995,0.8794793882524462,0.8774695864647508,0.8843527765531254,0.8819285676053861,stasis
7,1994_3,1995_4,23742,145049,152975,152975,24904,24904,0,1,1,1,"360_1994,381,160_1994,9","360_1995,381,160_1995,9",1994,1995,0.94818761235496,0.94818761235496,0.9533408287825249,0.9533408287825249,stasis
8,1994_4,1995_6,498768,3120552,3493997,3473457,556112,552817,0,1,1,1,"420_1994,590,120_1994,449,480_1994,54,200_1994,8","420_1995,590,120_1995,448,480_1995,54,200_1995,8",1994,1995,0.8931181108627169,0.8983994907666916,0.896884080904566,0.9022298518316187,stasis
9,1994_5,1995_7,315696,1950863,2353712,2356497,378824,379444,0,1,1,3,"190_1994,863,260_1994,213,150_1994,46,360_1994,22,180_1994,6,490_1994,4","190_1995,855,260_1995,213,150_1995,46,360_1995,22,180_1995,6,490_1995,4",1994,1995,0.8288452452976405,0.8278656836821774,0.833357970983887,0.8319962893075131,stasis
10,1994_6,1995_5,1016378,6301378,7532192,7883233,1212256,1268639,0,3,1,4,"420_1994,1735,450_1994,58,260_1994,32,200_1994,31,050_1994,14,180_1994,13,310_1994,8,500_1994,4","420_1995,1783,450_1995,58,260_1995,32,200_1995,31,070_1995,23,050_1995,14,180_1995,13,310_1995,8,500_1995,4",1994,1995,0.8365928537137662,0.7993393066017458,0.8384186178496951,0.8011561996754002,stasis
11,1994_7,1995_9,297700,1880017,2151110,2149851,339445,339257,0,1,1,3,"330_1994,333,420_1994,194,160_1994,23,140_1994,19,460_1994,19,150_1994,11,260_1994,8,100_1994,8,250_1994,8","330_1995,334,420_1995,194,160_1995,23,140_1995,19,460_1995,19,150_1995,11,250_1995,8,260_1995,8,100_1995,8",1994,1995,0.8739752964748432,0.8744871156187103,0.8770198412113892,0.8775058436524523,stasis
12,1994_8,1995_8,107214,656826,760342,764361,123501,124206,0,1,1,5,"210_1994,162,180_1994,118,420_1994,20,100_1994,14,490_1994,12,280_1994,8","210_1995,162,180_1995,118,420_1995,20,100_1995,14,490_1995,12,280_1995,8,070_1995,6",1994,1995,0.8638560016413667,0.859313858242375,0.8681225253236816,0.8631950147335877,stasis
13,1994_9,1995_14,324996,2055530,2428635,2412309,382301,379775,0,1,2,4,"420_1994,549,150_1994,69,490_1994,64,260_1994,38,180_1994,24,070_1994,17","420_1995,549,150_1995,69,490_1995,64,260_1995,38,180_1995,24,070_1995,9",1994,1995,0.8463725508361692,0.8521006222668821,0.850105021959137,0.8557593311829372,stasis
15,1994_10,1995_11,190264,1214529,1404201,1438118,219236,224392,0,2,1,5,"220_1994,508,100_1994,96,120_1994,31,500_1994,5,260_1994,5,200_1994,5","220_1995,550,100_1995,96,120_1995,31,500_1995,5,260_1995,5,200_1995,5",1994,1995,0.8649253205203529,0.8445266661011127,0.867850170592421,0.8479090163642198,stasis
16,1994_11,1995_76,32396,207512,723516,271848,114978,41895,0,1,4,4,"400_1994,125,120_1994,99,430_1994,63,100_1994,60,150_1994,40,220_1994,33,410_1994,25,440_1994,20,380_1994,18,070_1994,13,360_1994,10","150_1995,40,410_1995,25,440_1995,20,400_1995,19,380_1995,18",1994,1995,0.2868105197397155,0.7633383361290133,0.28175824940423383,0.7732664995822891,split
17,1994_11,1995_30,56064,345226,723516,375569,114978,60826,0,1,4,5,"400_1994,125,120_1994,99,430_1994,63,100_1994,60,150_1994,40,220_1994,33,410_1994,25,440_1994,20,380_1994,18,070_1994,13,360_1994,10","120_1995,99,400_1995,83,430_1995,63,100_1995,60,220_1995,33,360_1995,10",1994,1995,0.4771504707566937,0.9192079218465847,0.4876063246882012,0.9217111103804294,split
18,1994_11,1995_209,10719,67390,723516,71494,114978,11334,0,1,4,1,"400_1994,125,120_1994,99,430_1994,63,100_1994,60,150_1994,40,220_1994,33,410_1994,25,440_1994,20,380_1994,18,070_1994,13,360_1994,10","400_1995,24",1994,1995,0.09314237694812555,0.9425965815313173,0.09322653029275166,0.9457384859714134,split
20,1994_12,1995_3,254708,1562480,1870122,2131501,302878,343079,0,2,4,8,"070_1994,416,160_1994,166,150_1994,42,500_1994,35,310_1994,29","070_1995,681,160_1995,124,150_1995,42,500_1995,35",1994,1995,0.8354962938246809,0.7330421144536174,0.840959066026585,0.7424179270663608,growth
21,1994_12,1995_146,12842,84922,1870122,93346,302878,14039,0,1,4,1,"070_1994,416,160_1994,166,150_1994,42,500_1994,35,310_1994,29","160_1995,28",1994,1995,0.04540987165543211,0.9097551046643669,0.042399910194863936,0.9147375169171593,split
22,1994_12,1995_411,7958,48094,1870122,58687,302878,9582,0,1,4,1,"070_1994,416,160_1994,166,150_1994,42,500_1994,35,310_1994,29","310_1995,30",1994,1995,0.025717038781427094,0.8195000596384208,0.026274605616782996,0.8305155499895638,split
24,1994_13,1995_12,37138,230202,265225,303746,42568,48902,0,2,1,4,"050_1994,57,200_1994,30,160_1994,13,440_1994,13,360_1994,11,420_1994,11,150_1994,11,220_1994,9,120_1994,8,210_1994,8,380_1994,7,180_1994,4","050_1995,57,200_1995,30,220_1995,15,440_1995,13,160_1995,13,070_1995,12,150_1995,11,420_1995,11,360_1995,11,210_1995,8,120_1995,8,380_1995,7,180_1995,4",1994,1995,0.8679498538976341,0.7578766469352682,0.8724393910919,0.7594372418306,stasis
25,1994_14,1995_15,177580,1087717,1281918,1366776,208495,222007,0,2,1,4,"210_1994,175,150_1994,82,070_1994,44,280_1994,2,350_1994,2","210_1995,175,150_1995,129,070_1995,66,350_1995,2,280_1995,2",1994,1995,0.8485074708366682,0.7958268216591453,0.8517230629031871,0.7998846883206385,stasis
26,1994_15,1995_10,65585,407064,478443,741116,77019,120317,0,3,2,5,"220_1994,107,050_1994,79,030_1994,36,020_1994,35,100_1994,35,150_1994,20,280_1994,9,200_1994,9","020_1995,389,220_1995,107,050_1995,79,100_1995,35,150_1995,20,440_1995,17,030_1995,14,280_1995,9,200_1995,9",1994,1995,0.8508098143352499,0.5492581458233259,0.8515431257222243,0.5451016897030345,growth
28,1994_16,1995_17,714076,4331273,5451447,5451477,894638,894637,0,1,1,1,"260_1994,794,290_1994,385,120_1994,36,310_1994,23,200_1994,10,400_1994,10,100_1994,9,020_1994,8,360_1994,4","260_1995,794,290_1995,385,120_1995,36,310_1995,23,400_1995,10,200_1995,10,100_1995,9,020_1995,8,360_1995,4",1994,1995,0.7945180426407887,0.7945136703319119,0.79817311583009,0.7981740080054816,stasis
29,1994_17,1995_32,44615,274958,413367,314302,66882,50901,0,1,4,2,"290_1994,91,410_1994,80,240_1994,66,150_1994,13,300_1994,8,100_1994,8,180_1994,2,260_1994,1","410_1995,80,240_1995,66,290_1995,33,150_1995,13,300_1995,8,100_1995,8,490_1995,6,180_1995,2",1994,1995,0.6651667888341353,0.8748210320010691,0.6670703627283873,0.8765053731753797,split
30,1994_17,1995_877,6615,41574,413367,51213,66882,8121,0,1,4,1,"290_1994,91,410_1994,80,240_1994,66,150_1994,13,300_1994,8,100_1994,8,180_1994,2,260_1994,1","290_1995,29",1994,1995,0.10057406614461241,0.8117860699431785,0.09890553512155736,0.8145548577761359,split
32,1994_17,1995_173,5802,34820,413367,40493,66882,6713,0,1,4,1,"290_1994,91,410_1994,80,240_1994,66,150_1994,13,300_1994,8,100_1994,8,180_1994,2,260_1994,1","290_1995,20,260_1995,1",1994,1995,0.08423507440119797,0.8599017114069099,0.08674979815196913,0.8642931625204826,split
33,1994_18,1995_16,84787,534954,612111,731306,96744,116468,0,4,1,3,"450_1994,169,490_1994,56,400_1994,23,020_1994,8","450_1995,193,490_1995,72,400_1995,23,020_1995,8",1994,1995,0.8739493327190656,0.7315050061123525,0.8764057719341768,0.7279853693718447,merge
34,1994_19,1995_19,51959,309544,340234,340475,56942,56981,0,1,1,3,"280_1994,103,380_1994,26,460_1994,9,310_1994,4","280_1995,103,380_1995,26,460_1995,9,310_1995,4",1994,1995,0.9097973747479676,0.909153388648212,0.9124899020055495,0.9118653586283147,stasis
35,1994_20,1995_20,51041,316354,385278,386474,61732,62034,0,1,2,1,"160_1994,121,220_1994,10,280_1994,5","160_1995,127,220_1995,12,280_1995,5",1994,1995,0.8211057989296041,0.8185647676169677,0.8268159139506253,0.8227907276654738,stasis
37,1994_21,1995_22,23624,142412,157224,157148,25959,25959,0,1,1,6,"180_1994,97,290_1994,14,490_1994,7","180_1995,97,290_1995,14,490_1995,7",1994,1995,0.905790464560118,0.9062285234301423,0.910050464193536,0.910050464193536,stasis
38,1994_22,1995_25,138623,872176,975517,1005569,154370,159058,0,1,2,2,"470_1994,245,150_1994,42,170_1994,33,460_1994,16,180_1994,7","470_1995,245,150_1995,35,170_1995,33,460_1995,16,180_1995,7",1994,1995,0.8940654032682157,0.8673457515098417,0.8979918377923172,0.871524852569503,stasis
40,1994_23,1995_23,86253,503578,595835,595585,101630,101631,0,1,1,1,"110_1994,213,280_1994,39,260_1994,31,170_1994,14,460_1994,1","110_1995,212,280_1995,39,260_1995,31,170_1995,14,460_1995,1",1994,1995,0.8451635100321397,0.8455182719511068,0.8486962511069566,0.848687900345367,stasis
41,1994_24,1995_24,19064,114693,131960,135242,21892,22431,0,1,1,2,"350_1994,97","350_1995,97",1994,1995,0.8691497423461655,0.8480575560846483,0.8708203910104148,0.8498952342739958,stasis
54,1994_25,1995_172,6303,37045,605818,44943,97748,7636,0,1,17,1,"490_1994,178,390_1994,15,260_1994,8,160_1994,6,330_1994,3","260_1995,8,330_1995,3",1994,1995,0.061148727835752655,0.8242662928598447,0.06448213774194868,0.8254321634363541,death
59,1994_26,1995_18,53098,333424,380144,530689,60333,85060,0,2,1,3,"050_1994,62,420_1994,45,220_1994,18,440_1994,14,150_1994,8,090_1994,7","050_1995,62,070_1995,48,420_1995,45,220_1995,18,440_1995,14,490_1995,13,150_1995,8,090_1995,7",1994,1995,0.8770992045119744,0.6282851161414689,0.8800822103989525,0.6242417117328944,growth
60,1994_27,1995_10,39349,236625,492729,741116,81602,120317,0,3,3,5,"020_1994,534,390_1994,20,010_1994,13","020_1995,389,220_1995,107,050_1995,79,100_1995,35,150_1995,20,440_1995,17,030_1995,14,280_1995,9,200_1995,9",1994,1995,0.4802335563768319,0.3192820017379196,0.48220631847258644,0.3270443910669315,noisy_part
62,1994_27,1995_63,29866,180526,492729,197884,81602,32685,0,1,3,2,"020_1994,534,390_1994,20,010_1994,13","020_1995,156,390_1995,20,010_1995,13",1994,1995,0.3663798964542375,0.9122819429564796,0.36599593147226783,0.9137524858497782,noisy_part
63,1994_28,1995_26,56794,352506,394101,394102,63277,63277,0,1,1,2,"380_1994,153,100_1994,45","380_1995,153,100_1995,45",1994,1995,0.894455989708222,0.8944537201029176,0.8975457117119965,0.8975457117119965,stasis
64,1994_29,1995_27,100094,621363,695099,703404,111621,112937,0,1,1,1,"160_1994,134,430_1994,97,420_1994,59,120_1994,10","160_1995,133,430_1995,98,420_1995,59,120_1995,10",1994,1995,0.8939201466265957,0.8833657471382023,0.8967309018912212,0.8862817322932254,stasis
65,1994_30,1995_29,27781,176187,200464,199906,31448,31370,0,1,1,3,"100_1994,65,310_1994,22,400_1994,13,210_1994,10,050_1994,6,440_1994,3","100_1995,65,310_1995,22,400_1995,13,210_1995,10,050_1995,6,440_1995,3",1994,1995,0.8788959613696224,0.8813492341400458,0.8833948104807937,0.8855913292955052,stasis
66,1994_31,1995_33,119555,762851,870221,898186,135724,139912,0,1,1,2,"230_1994,112,490_1994,105,460_1994,10","230_1995,113,490_1995,105,460_1995,10",1994,1995,0.8766175488755156,0.8493240820943546,0.8808685273054139,0.8545014008805535,stasis
67,1994_32,1995_34,33239,191101,237724,237638,41017,41017,0,1,1,3,"100_1994,116","100_1995,116",1994,1995,0.8038776059632179,0.8041685252358629,0.8103713094570544,0.8103713094570544,stasis
68,1994_33,1995_37,255801,1575065,1802244,1873151,291660,303215,0,1,1,1,"150_1994,275,260_1994,70,070_1994,67,120_1994,22","150_1995,281,260_1995,70,070_1995,67,120_1995,22",1994,1995,0.87394659102763,0.8408638705582198,0.8770520469039292,0.8436291080586382,stasis
69,1994_34,1995_31,16784,104800,121212,149088,19444,23957,0,1,2,4,"150_1994,27,310_1994,23,500_1994,17,100_1994,15,070_1994,14,190_1994,13,420_1994,5","150_1995,27,070_1995,26,310_1995,23,500_1995,17,100_1995,15,190_1995,13,420_1995,5",1994,1995,0.8646008646008646,0.7029405451813694,0.8631968730713845,0.7005885544934675,growth
71,1994_35,1995_36,48675,292510,359999,361179,59727,59919,0,1,1,1,"050_1994,188,100_1994,29,150_1994,21","050_1995,188,100_1995,29,150_1995,21",1994,1995,0.8125300348056522,0.8098754357257759,0.8149580591692199,0.8123466680018024,stasis
72,1994_36,1995_47,127977,774753,924219,927103,152004,152617,0,1,2,2,"050_1994,135,500_1994,108,280_1994,21,450_1994,14,060_1994,4","050_1995,131,500_1995,113,280_1995,21,450_1995,14",1994,1995,0.8382785898147517,0.8356709017228938,0.8419317912686508,0.8385500959919275,stasis
74,1994_37,1995_60,113449,715995,1110046,812996,175251,128449,0,1,3,2,"420_1994,508,220_1994,16,250_1994,8,380_1994,5","420_1995,379,220_1995,16,380_1995,5",1994,1995,0.6450138102384946,0.8806869898498886,0.6473515129728218,0.8832221348550787,split
