,from_cluster,to_cluster,tokens_n,chars_n,from_cluster_chars_n,to_cluster_chars_n,from_cluster_tokens_n,to_cluster_tokens_n,from_cluster_in_degree,to_cluster_in_degree,from_cluster_out_degree,to_cluster_out_degree,from_cluster_law_names,to_cluster_law_names,from_cluster_bipartite,to_cluster_bipartite,chars_n_fraction_of_from_cluster,chars_n_fraction_of_to_cluster,tokens_n_fraction_of_from_cluster,tokens_n_fraction_of_to_cluster,event_category
11162,2005_43,2006_167,7248,45352,369599,50210,61401,7980,1,1,3,1,"100_2005,197,140_2005,47,200_2005,21,180_2005,10,370_2005,4,240_2005,2","140_2006,48,200_2006,21",2005,2006,0.12270595970227192,0.9032463652658833,0.11804368007035716,0.9082706766917293,split
11163,2005_44,2006_59,49730,300218,381094,374575,63046,61829,1,1,2,1,"050_2005,178,100_2005,29,150_2005,22,200_2005,7","050_2006,178,150_2006,23,200_2006,7,100_2006,6",2005,2006,0.7877793930106483,0.8014896883134219,0.7887891380896488,0.8043151272056802,stasis
11165,2005_45,2006_52,260548,1642205,2075445,1958749,330217,310181,2,1,2,1,"200_2005,317,420_2005,289,260_2005,74,160_2005,16,220_2005,9,150_2005,9,100_2005,7","200_2006,319,420_2006,289,160_2006,16,220_2006,9,150_2006,9,100_2006,7",2005,2006,0.791254405681673,0.8383948121990107,0.7890205531514125,0.8399869753466525,stasis
11166,2005_45,2006_925,19985,117098,2075445,153119,330217,25933,2,1,2,1,"200_2005,317,420_2005,289,260_2005,74,160_2005,16,220_2005,9,150_2005,9,100_2005,7","260_2006,76",2005,2006,0.05642067122954354,0.7647515984299793,0.06052080904375002,0.7706397254463425,split
11167,2005_46,2006_38,64370,411104,466863,580785,72801,89897,1,2,1,4,"420_2005,207,400_2005,29,430_2005,13,120_2005,11,160_2005,10","420_2006,213,060_2006,43,160_2006,33,400_2006,29,430_2006,13,120_2006,11",2005,2006,0.8805666758770774,0.7078419725027334,0.8841911512204502,0.716041692158804,growth
11168,2005_47,2006_43,93676,575080,598018,637512,97232,103258,1,1,1,1,"430_2005,540,160_2005,37","430_2006,563,160_2006,37",2005,2006,0.9616432950178757,0.9020692943819096,0.9634276781306566,0.9072033159658331,stasis
11170,2005_48,2006_60,18706,118897,162494,137906,25448,21511,1,1,2,2,"490_2005,77,140_2005,18,460_2005,6","490_2006,77,460_2006,6",2005,2006,0.731700862801088,0.8621597319913564,0.7350675888085507,0.8696015991818139,majority_out
11171,2005_49,2006_53,43324,266103,317769,317829,51485,51490,2,1,1,1,"050_2005,156,310_2005,38,220_2005,6,040_2005,2","050_2006,156,310_2006,38,220_2006,6,040_2006,2",2005,2006,0.8374101941976719,0.8372521072652275,0.8414878119840731,0.841406098271509,stasis
11172,2005_50,2006_46,17874,116534,135036,147463,20653,22573,1,1,1,1,"150_2005,21,310_2005,19,100_2005,16,400_2005,14,050_2005,6,440_2005,3","100_2006,21,150_2006,21,310_2006,19,400_2006,14,050_2006,6,440_2006,3",2005,2006,0.8629846855653307,0.7902592514732509,0.8654432770057618,0.7918309484782705,stasis
11173,2005_51,2006_103,18545,110859,215927,163118,35812,27362,3,3,4,3,"100_2005,101,370_2005,5","100_2006,86",2005,2006,0.5134096245490374,0.6796245662649125,0.5178431810566291,0.6777647832760763,majority_io
11175,2005_51,2006_171,6643,40267,215927,45973,35812,7575,3,1,4,1,"100_2005,101,370_2005,5","100_2006,19,370_2006,5",2005,2006,0.18648432108999802,0.8758836708502817,0.18549648162627053,0.876963696369637,splinter_out
11177,2005_52,2006_54,153305,987732,1137842,1154361,176137,178664,3,1,1,1,"420_2005,578,100_2005,9,180_2005,8","420_2006,587,100_2006,9,180_2006,8",2005,2006,0.8680748293699828,0.8556526078063967,0.8703736296178542,0.8580631800474634,stasis
11178,2005_53,2006_57,114027,717562,1291536,858115,203893,135727,2,1,3,1,"420_2005,454,500_2005,115,300_2005,23,380_2005,8","420_2006,363,300_2006,23,380_2006,8,220_2006,8",2005,2006,0.5555880749742942,0.8362072682565856,0.5592492140485451,0.8401202413668615,split
11179,2005_53,2006_151,34144,214796,1291536,252907,203893,40231,2,2,3,1,"420_2005,454,500_2005,115,300_2005,23,380_2005,8","420_2006,91,180_2006,7",2005,2006,0.1663105016042913,0.8493082437417707,0.1674603836325916,0.8486987646342373,split
11180,2005_53,2006_303,30955,198855,1291536,234378,203893,36398,2,1,3,1,"420_2005,454,500_2005,115,300_2005,23,380_2005,8","500_2006,117",2005,2006,0.15396783364923625,0.8484371400046079,0.15181982706615724,0.8504588164184845,split
11181,2005_54,2006_49,60956,364591,399116,399076,66609,66602,1,1,1,1,"300_2005,179,430_2005,33,330_2005,3","300_2006,179,430_2006,33,330_2006,3",2005,2006,0.9134963268824101,0.9135878880213293,0.9151315888243331,0.9152277709378097,stasis
11182,2005_55,2006_56,30136,192062,203902,203902,31878,31878,1,1,1,1,"220_2005,210","220_2006,210",2005,2006,0.9419328893291875,0.9419328893291875,0.9453541627454671,0.9453541627454671,stasis
11183,2005_56,2006_48,54196,328831,373955,402059,61311,65819,1,2,1,1,"150_2005,148","150_2006,157",2005,2006,0.8793330748352074,0.8178675269052552,0.8839523087211104,0.8234096537473982,stasis
11184,2005_57,2006_50,41961,257808,298278,310123,48382,50245,1,1,1,1,"150_2005,70,300_2005,38,100_2005,20,490_2005,18,280_2005,5","150_2006,71,300_2006,38,100_2006,20,490_2006,18,280_2006,5,460_2006,4",2005,2006,0.8643212037092913,0.8313088677718196,0.867285354057294,0.8351278734202409,stasis
11185,2005_58,2006_58,55431,343635,385169,385169,61850,61850,1,1,1,1,"480_2005,83,430_2005,76,160_2005,24,330_2005,9","480_2006,83,430_2006,76,160_2006,24,330_2006,9",2005,2006,0.8921668150863646,0.8921668150863646,0.8962166531932094,0.8962166531932094,stasis
11186,2005_59,2006_62,72008,478260,562996,562998,84587,84587,2,1,1,2,"420_2005,231,150_2005,39","420_2006,231,150_2006,39",2005,2006,0.849490937768652,0.8494879200281351,0.8512892051970161,0.8512892051970161,stasis
11187,2005_60,2006_55,31092,195077,217123,241239,34474,38302,1,3,1,1,"160_2005,71,460_2005,21","160_2006,115,460_2006,21",2005,2006,0.8984630831372079,0.8086461973395678,0.9018970818587921,0.8117591770664717,stasis
11188,2005_61,2006_64,146578,955725,1113297,1113377,169381,169396,3,1,1,1,"230_2005,135,490_2005,77","230_2006,135,490_2006,77",2005,2006,0.8584636444722298,0.858401960881175,0.8653745107184395,0.8652978818862311,stasis
11189,2005_62,2006_65,28074,170311,183000,184948,30123,30419,1,1,1,1,"020_2005,141,390_2005,20,010_2005,13,440_2005,10","020_2006,141,390_2006,20,010_2006,13,440_2006,10",2005,2006,0.9306612021857924,0.9208588359971451,0.9319788865650832,0.9229100233406753,stasis
11190,2005_63,2006_78,50331,322175,370442,363844,57680,56630,1,1,1,1,"220_2005,197,150_2005,15,030_2005,9","220_2006,198,150_2006,15",2005,2006,0.869704299188537,0.8854756434076142,0.8725901525658807,0.8887692036023309,stasis
11191,2005_64,2006_72,61958,381184,417498,417498,67496,67496,1,1,1,1,"070_2005,139","070_2006,139",2005,2006,0.9130199426105036,0.9130199426105036,0.9179506933744221,0.9179506933744221,stasis
11192,2005_65,2006_71,11555,69921,79862,80944,13082,13258,1,1,1,2,"320_2005,32,100_2005,10,180_2005,3","320_2006,32,100_2006,10,180_2006,3",2005,2006,0.8755227767899627,0.8638194307175331,0.8832747286347653,0.8715492532810378,stasis
11193,2005_66,2006_69,8335,49723,60809,60946,10134,10148,3,1,1,2,"100_2005,33,370_2005,9","100_2006,33,370_2006,9",2005,2006,0.8176914601457022,0.8158533784005513,0.8224787842905072,0.821344107213244,stasis
11194,2005_67,2006_40,39323,233918,274107,357948,45787,59542,3,3,1,1,"370_2005,85,100_2005,26,360_2005,7","370_2006,89,100_2006,67,360_2006,7",2005,2006,0.853382073423882,0.6534971560114877,0.8588245571887216,0.6604245742501091,merge
11195,2005_68,2006_66,84848,524514,588604,589402,94927,95056,1,1,1,1,"160_2005,125,430_2005,86","160_2006,125,430_2006,87",2005,2006,0.8911152489619506,0.8899087549753818,0.8938236750345002,0.892610671604107,stasis
11196,2005_69,2006_63,21479,131672,184340,182846,29977,29674,1,1,2,1,"180_2005,70,420_2005,19","180_2006,74,420_2006,19",2005,2006,0.7142888141477705,0.7201251326252693,0.716515995596624,0.7238323111141066,majority_io
11198,2005_70,2006_73,50370,299384,347922,353528,58144,59031,1,1,1,1,"480_2005,103,260_2005,55","480_2006,103,260_2006,55",2005,2006,0.8604917194083731,0.8468466429816026,0.8662974683544303,0.8532804797479291,stasis
11199,2005_71,2006_76,49016,311964,376316,376386,58737,58744,1,1,1,1,"490_2005,109,260_2005,13","490_2006,109,260_2006,13",2005,2006,0.8289947809819407,0.8288406051234637,0.8344995488363383,0.8344001089472968,stasis
11201,2005_72,2006_120,8082,49694,116882,129158,18970,20482,2,1,3,1,"390_2005,63","390_2006,51",2005,2006,0.4251638404544755,0.38475355765806224,0.4260411175540327,0.39459037203398106,noisy_part
11203,2005_73,2006_70,13426,81416,89482,108618,14699,17907,1,2,1,1,"140_2005,59,100_2005,49,180_2005,18,360_2005,3","100_2006,63,140_2006,59,180_2006,19,360_2006,3",2005,2006,0.9098589660490378,0.74956268758401,0.9133954690795292,0.7497626626458926,growth
11204,2005_74,2006_67,34311,207537,247095,263035,40559,43109,1,1,1,1,"370_2005,71,100_2005,47","370_2006,71,100_2006,47,460_2006,12",2005,2006,0.8399077277970012,0.7890090672343985,0.8459528094874134,0.7959126864459858,stasis
11205,2005_75,2006_61,17133,102795,122243,130194,20238,21594,1,3,1,1,"100_2005,68","100_2006,93",2005,2006,0.8409070458022136,0.7895525139407346,0.8465757485917581,0.7934148374548485,stasis
11206,2005_76,2006_19,35945,217928,255976,480300,42089,77180,1,2,1,2,"290_2005,82,410_2005,8,260_2005,1","410_2006,83,290_2006,82,240_2006,66,050_2006,33,150_2006,17,300_2006,8,160_2006,8,400_2006,8,490_2006,6,460_2006,4,180_2006,2,260_2006,1",2005,2006,0.8513610650998531,0.4537330834894857,0.8540236166219202,0.46572946359160405,merge
11207,2005_77,2006_74,10200,62777,69776,69776,11309,11309,1,1,1,1,"180_2005,33,500_2005,27,420_2005,6","180_2006,33,500_2006,27,420_2006,6",2005,2006,0.8996933042880073,0.8996933042880073,0.9019365107436556,0.9019365107436556,stasis
11208,2005_78,2006_79,32056,194130,215299,215801,35373,35439,1,1,1,1,"380_2005,127","380_2006,127",2005,2006,0.9016762734615581,0.8995787785969481,0.9062279139456648,0.9045401958294534,stasis
11209,2005_79,2006_85,7645,47559,53919,53919,8630,8630,1,1,1,1,"070_2005,17,120_2005,12,490_2005,11","070_2006,17,120_2006,12,490_2006,11",2005,2006,0.8820452901574584,0.8820452901574584,0.8858632676709154,0.8858632676709154,stasis
11210,2005_80,2006_84,12351,76907,93365,93365,14858,14858,1,1,1,1,"170_2005,17,360_2005,14,400_2005,9,280_2005,1","170_2006,17,360_2006,14,400_2006,9,280_2006,1",2005,2006,0.8237240936110962,0.8237240936110962,0.8312693498452013,0.8312693498452013,stasis
11211,2005_81,2006_90,27998,179838,198459,198459,30784,30784,1,1,1,1,"070_2005,66,150_2005,36,350_2005,13,100_2005,4","070_2006,66,150_2006,36,350_2006,13,100_2006,4",2005,2006,0.9061720556890844,0.9061720556890844,0.9094984407484408,0.9094984407484408,stasis
11212,2005_82,2006_77,24023,145264,214441,211997,35123,34313,1,2,2,2,"180_2005,23,360_2005,20,100_2005,16,150_2005,3","360_2006,21,100_2006,16,180_2006,15,420_2006,7,150_2006,3,050_2006,1",2005,2006,0.6774077718346772,0.6852172436402402,0.6839677704068559,0.7001136595459447,majority_io
11213,2005_82,2006_799,6519,40053,214441,44519,35123,7234,1,1,2,1,"180_2005,23,360_2005,20,100_2005,16,150_2005,3","180_2006,8",2005,2006,0.1867786477399378,0.8996832812956266,0.18560487429889247,0.9011611833010782,splinter_out
11214,2005_83,2006_86,40149,245769,268673,272138,43766,44299,1,1,1,1,"020_2005,85,290_2005,48","020_2006,85,290_2006,48",2005,2006,0.9147513892352414,0.9031043073734649,0.917355938399671,0.9063184270525294,stasis
11215,2005_84,2006_39,108052,707194,806408,1045656,122743,161396,1,5,1,1,"290_2005,104,420_2005,98,200_2005,15","420_2006,236,290_2006,104,200_2006,48",2005,2006,0.8769679864287061,0.6763161116084065,0.8803108934929079,0.6694837542442192,merge
11216,2005_85,2006_82,8427,52197,56054,56162,9003,9021,1,1,1,1,"440_2005,90,400_2005,4","440_2006,90,400_2006,4",2005,2006,0.93119135119706,0.9294006623695737,0.9360213262245918,0.9341536415031593,stasis
11217,2005_86,2006_83,19929,135493,164093,164100,24029,24029,1,1,1,1,"440_2005,44,400_2005,16,310_2005,9","440_2006,44,400_2006,16,310_2006,9",2005,2006,0.8257085920788821,0.8256733698964046,0.8293728411502768,0.8293728411502768,stasis
11218,2005_87,2006_91,43967,269286,313745,307936,51023,50039,2,1,1,1,"420_2005,141,260_2005,13,020_2005,13,280_2005,3","420_2006,140,020_2006,13,260_2006,13,280_2006,3",2005,2006,0.8582957497330634,0.8744869063701548,0.8617094251612019,0.8786546493734887,stasis
11219,2005_88,2006_102,40685,262608,291959,291959,45100,45100,1,1,1,1,"420_2005,153,490_2005,23","420_2006,153,490_2006,23",2005,2006,0.8994687610246644,0.8994687610246644,0.9021064301552106,0.9021064301552106,stasis
11220,2005_89,2006_100,16311,97878,125831,117821,20796,19442,1,2,1,1,"180_2005,64,390_2005,24","180_2006,64,390_2006,25",2005,2006,0.7778528343571933,0.8307347586593222,0.784333525678015,0.8389568974385351,stasis
11221,2005_90,2006_99,20200,118923,150736,147015,25412,24857,1,2,2,1,"140_2005,177,330_2005,58","140_2006,175,330_2006,58",2005,2006,0.7889488907759261,0.8089174574023059,0.794900047221785,0.8126483485537274,stasis
11224,2005_91,2006_132,10535,64706,86393,75483,14030,12246,1,1,2,1,"310_2005,28,140_2005,13,100_2005,11,360_2005,2","310_2006,28,100_2006,11,360_2006,2",2005,2006,0.7489727176970357,0.8572261303869746,0.7508909479686386,0.8602809080516087,stasis
11225,2005_92,2006_106,19687,120710,130226,130226,21143,21143,1,1,1,1,"070_2005,68","070_2006,68",2005,2006,0.9269270345399536,0.9269270345399536,0.9311356004351322,0.9311356004351322,stasis
11226,2005_93,2006_88,38152,238843,292782,321514,46393,50906,1,2,1,1,"100_2005,133","100_2006,149",2005,2006,0.8157707782582263,0.7428696728602798,0.822365443062531,0.7494597886300239,growth
11231,2005_97,2006_930,9406,56047,498232,67020,78969,11162,1,1,2,1,"290_2005,90,260_2005,29,200_2005,23","260_2006,29",2005,2006,0.11249177090190915,0.8362727544016711,0.11911003051830465,0.8426805232037269,splinter_out
11232,2005_97,2006_16,59683,377734,498232,3221769,78969,496587,1,4,2,2,"290_2005,90,260_2005,29,200_2005,23","200_2006,1034,290_2006,91,420_2006,88,500_2006,13,250_2006,6",2005,2006,0.7581488142070361,0.1172442841184455,0.7557775836087579,0.12018639231393492,merge
11233,2005_98,2006_93,73459,444782,462900,485395,76352,79909,1,1,1,1,"300_2005,84,330_2005,50,290_2005,21,420_2005,4","300_2006,88,330_2006,50,290_2006,21,420_2006,4",2005,2006,0.9608597969323828,0.9163299992789378,0.9621097024308466,0.9192831846225081,stasis
11234,2005_99,2006_87,8245,53366,68871,85025,10556,13013,1,1,2,1,"380_2005,37,290_2005,29","380_2006,40,290_2006,29",2005,2006,0.7748689579068113,0.6276506909732431,0.7810723758999621,0.6335971720587105,growth
11236,2005_100,2006_95,88727,560821,619507,621288,97511,97802,1,1,1,1,"220_2005,541,160_2005,25,440_2005,17","220_2006,542,160_2006,25,440_2006,17",2005,2006,0.9052698355305105,0.9026747659700494,0.9099178554214397,0.9072104864931188,stasis
11237,2005_101,2006_96,10909,69231,79780,79780,12596,12596,1,1,1,1,"440_2005,62","440_2006,62",2005,2006,0.8677738781649537,0.8677738781649537,0.8660685932041918,0.8660685932041918,stasis
11238,2005_102,2006_92,45715,285942,323321,323322,51467,51467,1,1,1,1,"160_2005,113,300_2005,5","160_2006,113,300_2006,5",2005,2006,0.8843904355114577,0.8843877001874293,0.8882390658091592,0.8882390658091592,stasis
11239,2005_103,2006_94,7283,48475,53426,53426,8002,8002,1,1,1,1,"150_2005,19,300_2005,11,310_2005,8","150_2006,19,300_2006,11,310_2006,8",2005,2006,0.907329764534122,0.907329764534122,0.9101474631342165,0.9101474631342165,stasis
11240,2005_104,2006_39,28723,176703,189003,1045656,30615,161396,1,5,1,1,"420_2005,104,200_2005,27","420_2006,236,290_2006,104,200_2006,48",2005,2006,0.9349216679100332,0.16898769767495236,0.9382002286460885,0.17796599667897595,merge
11241,2005_105,2006_98,63083,396048,418236,419567,66387,66596,1,1,1,1,"330_2005,319","330_2006,321",2005,2006,0.9469486127449573,0.943944590494486,0.9502312199677648,0.9472490840290708,stasis
11243,2005_106,2006_118,11309,72858,96035,172517,14813,26040,2,1,2,2,"460_2005,27,330_2005,19","060_2006,37,460_2006,22,330_2006,20",2005,2006,0.7586609048784297,0.42232359709477907,0.7634510227502869,0.43429339477726575,growth
11244,2005_107,2006_10,47771,306816,416987,10721130,64754,1707696,1,3,1,4,"420_2005,175","420_2006,2024,070_2006,56,200_2006,44,450_2006,32,400_2006,24,260_2006,20,050_2006,14,310_2006,8,500_2006,4",2005,2006,0.7357927225548998,0.028617878898959344,0.73773048769188,0.027973948524795983,splinter_in
11245,2005_108,2006_109,41246,261424,302387,302387,47634,47634,1,1,1,1,"020_2005,83,420_2005,14","020_2006,83,420_2006,14",2005,2006,0.8645345203332154,0.8645345203332154,0.8658941092496956,0.8658941092496956,stasis
11246,2005_109,2006_108,12490,78668,89226,89226,14119,14119,1,1,1,1,"420_2005,20,150_2005,14,160_2005,12,050_2005,6","420_2006,20,150_2006,14,160_2006,12,050_2006,6",2005,2006,0.8816712617398517,0.8816712617398517,0.8846235569091295,0.8846235569091295,stasis
11247,2005_110,2006_107,8147,47472,96183,96183,15029,15029,1,1,1,1,"280_2005,80,020_2005,15","280_2006,80,020_2006,15",2005,2006,0.49355915286485136,0.49355915286485136,0.5420853017499501,0.5420853017499501,majority_io
11248,2005_111,2006_14,13986,82738,99038,2083596,16753,337231,1,4,2,2,"150_2005,33,280_2005,26","210_2006,264,150_2006,117,070_2006,80,420_2006,27,280_2006,23,050_2006,8,490_2006,1",2005,2006,0.8354167087380602,0.03970923345984538,0.8348355518414612,0.04147305556132147,merge
11250,2005_112,2006_110,28156,179407,203459,203459,31863,31863,1,1,1,1,"160_2005,48","160_2006,48",2005,2006,0.8817845364422316,0.8817845364422316,0.8836581615039387,0.8836581615039387,stasis
11251,2005_113,2006_123,13382,83508,95357,95357,15139,15139,1,1,1,1,"490_2005,35","490_2006,35",2005,2006,0.8757406378136896,0.8757406378136896,0.8839421362045049,0.8839421362045049,stasis
11252,2005_114,2006_112,18589,128778,155011,155061,22221,22221,1,1,1,1,"420_2005,14,490_2005,14,230_2005,13","490_2006,14,420_2006,14,230_2006,13",2005,2006,0.8307668488042784,0.8304989649234817,0.8365510103055668,0.8365510103055668,stasis
11253,2005_115,2006_208,9826,59686,78834,63564,12868,10448,1,1,2,1,"070_2005,28,490_2005,8","070_2006,28",2005,2006,0.7571098764492478,0.9389906236234347,0.76359962698166,0.9404670750382849,stasis
11255,2005_116,2006_97,18038,118068,155996,338900,23640,53310,1,2,2,1,"490_2005,42","150_2006,58,490_2006,37,500_2006,18",2005,2006,0.7568655606554014,0.3483859545588669,0.7630287648054146,0.3383605327330707,merge
11258,2005_118,2006_125,159837,1021707,1208471,1208378,188412,188395,1,1,1,1,"420_2005,184,490_2005,5","420_2006,184,490_2006,5",2005,2006,0.8454542972069665,0.8455193656289671,0.848337685497739,0.8484142360466043,stasis
11259,2005_119,2006_126,11493,70634,84115,84115,13515,13515,1,1,1,1,"490_2005,34","490_2006,34",2005,2006,0.8397313202163704,0.8397313202163704,0.8503884572697004,0.8503884572697004,stasis
11260,2005_120,2006_101,12018,73918,91342,96197,14721,15508,1,2,1,1,"180_2005,14,170_2005,13,490_2005,6","180_2006,14,170_2006,14,490_2006,6",2005,2006,0.8092443782706751,0.768402341029346,0.8163847564703485,0.7749548620067063,stasis
11262,2005_122,2006_75,5671,34861,37175,84912,6039,13568,1,2,1,1,"130_2005,48","130_2006,48,220_2006,14,070_2006,8",2005,2006,0.9377538668459987,0.4105544563783682,0.9390627587348899,0.41796875,merge
11263,2005_123,2006_122,8497,51890,59329,61654,9617,10001,1,1,1,1,"360_2005,44,100_2005,23,040_2005,10","360_2006,44,100_2006,24,040_2006,10",2005,2006,0.8746144381331221,0.8416323352904921,0.8835395653530207,0.8496150384961504,stasis
11264,2005_124,2006_116,6881,41768,47289,48173,7739,7879,1,1,1,1,"040_2005,26,470_2005,19,360_2005,15","040_2006,26,470_2006,19,360_2006,15",2005,2006,0.8832498043942566,0.8670417038590081,0.8891329629151054,0.8733341794643991,stasis
11265,2005_125,2006_135,26417,161164,182894,187116,29807,30494,1,1,1,1,"070_2005,91,150_2005,6","070_2006,92,150_2006,6",2005,2006,0.8811880105416252,0.8613052865602087,0.8862683262320932,0.8663015675214797,stasis
11266,2005_126,2006_75,6393,40424,47737,84912,7529,13568,1,2,1,1,"220_2005,14,070_2005,8","130_2006,48,220_2006,14,070_2006,8",2005,2006,0.8468064603975951,0.4760693423779913,0.8491167485721876,0.4711821933962264,merge
11267,2005_127,2006_137,60498,381845,435769,435771,68634,68636,1,1,1,1,"420_2005,53,070_2005,12","420_2006,53,070_2006,12",2005,2006,0.8762555390585379,0.8762515174254367,0.8814581694204039,0.8814324844105135,stasis
11268,2005_128,2006_130,13434,83300,95136,96322,15279,15446,1,1,1,1,"100_2005,52,420_2005,2","100_2006,52,420_2006,3",2005,2006,0.8755886310124453,0.8648076244264031,0.8792460239544473,0.86973973844361,stasis
11269,2005_129,2006_447,29790,186500,287149,226785,45479,36085,1,2,3,2,"100_2005,106","100_2006,80",2005,2006,0.6494885930300993,0.8223647948497476,0.6550275951538073,0.8255507828737703,split
11270,2005_129,2006_448,5780,37290,287149,41419,45479,6411,1,1,3,1,"100_2005,106","100_2006,14",2005,2006,0.12986289348038824,0.9003114512663271,0.12709162470590823,0.9015754172515988,split
11272,2005_130,2006_40,6037,35822,42959,357948,7192,59542,1,3,1,1,"100_2005,25","370_2006,89,100_2006,67,360_2006,7",2005,2006,0.8338648478782095,0.1000759886910948,0.83940489432703,0.10139061502804743,merge
11273,2005_131,2006_134,7556,48657,58624,60993,9032,9399,1,1,1,1,"100_2005,22,050_2005,15","100_2006,22,050_2006,15",2005,2006,0.8299843067685589,0.7977472824750381,0.8365810451727193,0.8039153101393766,stasis
11277,2005_134,2006_97,25446,155302,173021,338900,28238,53310,1,2,1,1,"150_2005,58,500_2005,18","150_2006,58,490_2006,37,500_2006,18",2005,2006,0.8975904658972033,0.45825317202714666,0.9011261420780509,0.47732132808103545,merge
11278,2005_135,2006_117,13429,83712,91562,91562,14611,14611,1,1,1,1,"150_2005,31,430_2005,12","150_2006,31,430_2006,12",2005,2006,0.9142657434306809,0.9142657434306809,0.9191020464033947,0.9191020464033947,stasis
11279,2005_136,2006_89,20700,133999,178227,237421,27604,36885,2,3,2,1,"420_2005,53,180_2005,8","420_2006,98,100_2006,6,180_2006,1",2005,2006,0.7518445577830519,0.5643940510738309,0.7498913200985364,0.5612037413582758,majority_io
11281,2005_137,2006_142,9816,62998,67862,67862,10556,10556,1,1,1,1,"150_2005,27,180_2005,13","150_2006,27,180_2006,13",2005,2006,0.9283251304117179,0.9283251304117179,0.9298976885183782,0.9298976885183782,stasis
11282,2005_138,2006_152,17307,105167,125485,130372,20570,21328,1,2,1,1,"180_2005,66","180_2006,69",2005,2006,0.8380842331752799,0.8066686098241954,0.8413709285367039,0.8114684921230307,stasis
11283,2005_139,2006_139,44584,291985,339322,425395,51494,63808,1,1,1,1,"060_2005,177,180_2005,6,050_2005,1","060_2006,211,180_2006,8,050_2006,1",2005,2006,0.8604953407088253,0.6863855945650513,0.8658096088864722,0.6987211634904714,growth
11285,2005_141,2006_146,17453,104349,130084,130691,21668,21769,1,1,1,1,"050_2005,60,420_2005,13,160_2005,8","050_2006,60,420_2006,13,160_2006,8",2005,2006,0.8021662925494296,0.7984405965215662,0.8054735093225033,0.8017364141669346,stasis
11287,2005_142,2006_2,6372,37688,69046,434150,11553,72570,1,2,2,1,"460_2005,51","460_2006,361,330_2006,8",2005,2006,0.5458390058801379,0.08680870666820223,0.5515450532329265,0.08780487804878048,splinter_in
11288,2005_143,2006_154,23200,139967,144712,144712,23934,23934,1,1,1,1,"450_2005,26,260_2005,3","450_2006,26,260_2006,3",2005,2006,0.9672107358062911,0.9672107358062911,0.96933233057575,0.96933233057575,stasis
11289,2005_144,2006_140,28436,165435,199320,205455,34160,35203,1,1,1,1,"260_2005,69,280_2005,24","260_2006,70,280_2006,24",2005,2006,0.8299969897652016,0.8052128203256187,0.8324355971896955,0.807772064880834,stasis
11290,2005_145,2006_145,11144,70052,83089,83095,13143,13145,1,1,1,1,"310_2005,40,050_2005,2","310_2006,40,050_2006,2",2005,2006,0.8430959573469412,0.8430350803297431,0.8479038271323138,0.8477748193229365,stasis
11291,2005_146,2006_144,11424,71018,79924,79924,12785,12785,1,1,1,1,"220_2005,12,020_2005,12,150_2005,9","020_2006,12,220_2006,12,150_2006,9",2005,2006,0.8885691406836494,0.8885691406836494,0.8935471255377395,0.8935471255377395,stasis
11292,2005_147,2006_143,10186,63409,74318,74318,11878,11878,1,1,1,1,"150_2005,33","150_2006,33",2005,2006,0.8532118733012191,0.8532118733012191,0.8575517763933322,0.8575517763933322,stasis
11294,2005_149,2006_149,26251,162581,182829,184197,29356,29569,1,1,1,1,"380_2005,80","380_2006,80",2005,2006,0.889251705145245,0.8826473829649777,0.8942294590543671,0.887787885961649,stasis
11296,2005_151,2006_183,6993,44615,51450,51450,7973,7973,1,1,1,1,"490_2005,11","490_2006,11",2005,2006,0.8671525753158407,0.8671525753158407,0.8770851624231782,0.8770851624231782,stasis
11298,2005_153,2006_185,15469,97837,116730,116730,18257,18257,1,1,1,1,"490_2005,41,150_2005,6","490_2006,41,150_2006,6",2005,2006,0.8381478625888803,0.8381478625888803,0.8472914498548502,0.8472914498548502,stasis
11300,2005_155,2006_187,16876,102241,130407,130754,21347,21400,1,1,1,1,"260_2005,37,490_2005,19","260_2006,37,490_2006,19",2005,2006,0.7840146617896279,0.781934013490983,0.7905560500304493,0.7885981308411215,stasis
11301,2005_156,2006_179,6901,42702,56634,54261,9150,8747,1,1,1,1,"490_2005,12,390_2005,3","490_2006,12,390_2006,3",2005,2006,0.7539993643394427,0.7869740697738707,0.754207650273224,0.7889562135589345,stasis
11302,2005_157,2006_180,17145,106152,117416,124545,18914,20026,1,1,1,1,"180_2005,38,170_2005,32","180_2006,39,170_2006,32",2005,2006,0.9040675887442938,0.8523184391183909,0.906471396848895,0.8561370218715669,stasis
11306,2005_161,2006_161,6617,41708,46175,46175,7270,7270,1,1,1,1,"500_2005,35,070_2005,9","500_2006,35,070_2006,9",2005,2006,0.9032593394694098,0.9032593394694098,0.9101788170563961,0.9101788170563961,stasis
11307,2005_162,2006_209,7307,43597,53313,53313,8875,8875,1,1,1,1,"070_2005,19,260_2005,2","070_2006,19,260_2006,2",2005,2006,0.81775551929173,0.81775551929173,0.8233239436619718,0.8233239436619718,stasis
11310,2005_165,2006_191,6917,42891,88023,70659,13939,11337,2,2,2,1,"500_2005,20,100_2005,14","100_2006,21",2005,2006,0.48727037251627414,0.6070139684965822,0.49623358921012983,0.6101261356619917,majority_in
